--3flh9REUI, 30.000, 40.000, "Music,Tender"
--9yPWZVYZw, 30.000, 40.000, "Music,Exciting"
--CZ-8vrQ1g, 30.000, 40.000, "Music,Happy"
--K3100xfu8, 30.000, 40.000, "Music,Sad"
--PLvH-OZRI, 30.000, 40.000, "Music,/m/0ggx5q,Exciting"
--WKv2SmvO8, 20.000, 30.000, "/m/025td0t,Music,/m/0l14gg,Scary"
--c-YSTj5d0, 30.000, 40.000, "Music,/m/0l14gg,Exciting"
--dEjKJZWHI, 10.000, 20.000, "Music,Sad"
--ip67RoGwo, 30.000, 40.000, "/m/025td0t,Music,/m/09x0r,Sad"
--lNhjdnZTk, 20.000, 30.000, "Music,Scary"
--mEDTJDsR8, 30.000, 40.000, "Music,Exciting"
--yFyuMn6Cc, 30.000, 40.000, "Music,Exciting"
-00P0fHpsCc, 30.000, 40.000, "Music,Tender"
-00P_iTrchQ, 30.000, 40.000, "Music,Exciting"
-00wcFhIJqE, 30.000, 40.000, "Music,Exciting"
-03_ppeUSwE, 30.000, 40.000, "Music,/m/0l14gg,Sad"
-06BLnbz3dw, 30.000, 40.000, "Music,/m/06j6l,Tender"
-07ZD2JpLvA, 30.000, 40.000, "Music,/m/0gywn,Tender"
-0C_uWbok5w, 30.000, 40.000, "Music,Sad"
-0GLghQLcRA, 30.000, 40.000, "Music,Exciting"
-0PcwE9DJRE, 30.000, 40.000, "Music,/m/05rwpb,Tender"
-0Rr5IvwyEY, 30.000, 40.000, "/m/03_d0,Music,/m/0l14gg,Happy"
-0Vz4nf296c, 30.000, 40.000, "/m/025td0t,Music,/m/09x0r,Tender"
-0XA-m96O7g, 30.000, 40.000, "Music,/m/0l14gg,Exciting"
-0tUgm2_vRc, 30.000, 40.000, "Music,Funny"
-0vyZZqL3TQ, 30.000, 40.000, "Music,Funny"
-0zKxe8Xk_8, 29.000, 39.000, "Music,Funny"
-1-5kAGOP48, 30.000, 40.000, "Music,Exciting"
-19l-7ZKb_w, 30.000, 40.000, "Music,Funny"
-1B50kBrQeY, 170.000, 180.000, "Music,Happy"
-1Gj_gWBqwc, 30.000, 40.000, "Music,Exciting"
-1H4MJKZwMk, 30.000, 40.000, "Music,Exciting"
-1JB2ASIZYs, 21.000, 31.000, "Music,Funny"
-1R492W_iYk, 30.000, 40.000, "Music,Exciting"
-1Wp8TqoK9U, 30.000, 40.000, "/m/0155w,Music,Tender"
-1Z0N9uJX7Q, 30.000, 40.000, "Music,Happy"
-1_XO4K57Ys, 30.000, 40.000, "Music,Exciting"
-1_dhZf8w0w, 30.000, 40.000, "Music,/m/09x0r,Exciting"
-1ebnb51apc, 30.000, 40.000, "/m/02cjck,Music,Happy"
-1q94aVbLV4, 30.000, 40.000, "Music,Exciting"
-1s2ecnv7SA, 30.000, 40.000, "Music,/m/064t9,Happy"
-1sATP3OxBc, 30.000, 40.000, "Music,/m/0l14gg,Exciting"
-1sTDAaVXXs, 30.000, 40.000, "Music,Exciting"
-232vZ1Pr9A, 30.000, 40.000, "Music,Tender"
-2DTb7ONsds, 180.000, 190.000, "Music,Exciting"
-2H8FKyIENM, 30.000, 40.000, "Music,Exciting"
-2Jt-rUWogk, 30.000, 40.000, "Music,/m/09x0r,Tender"
-2R4R8Cp8zg, 30.000, 40.000, "Music,Funny"
-2km_R3JibE, 30.000, 40.000, "Music,Exciting"
-2l6x0AfNEo, 30.000, 40.000, "Music,Happy"
-2s4JrPYDNw, 19.000, 29.000, "Music,/m/09x0r,Happy,Funny"
-315Tp-gxBc, 30.000, 40.000, "Music,Happy"
-34jdykhMa0, 30.000, 40.000, "Music,Happy"
-38CTtcewuU, 30.000, 40.000, "Music,Exciting"
-3AMvfsfSA4, 30.000, 40.000, "/m/02lkt,Music,/m/07gxw,Exciting"
-3LeWyzaUxA, 30.000, 40.000, "Music,Tender"
-3MzLUCeWZU, 30.000, 40.000, "Music,Happy,Exciting"
-3Wrgvm3R2M, 30.000, 40.000, "/m/02cjck,Music,Exciting"
-3_s2pM8zgM, 30.000, 40.000, "Music,Tender"
-3gufJfFXJI, 30.000, 40.000, "Music,Happy"
-3kcEeGAgSg, 230.000, 240.000, "Music,Angry"
-3wQrmQkoWc, 16.000, 26.000, "Music,Exciting"
-47dZN_K5qM, 30.000, 40.000, "Music,Exciting"
-49LAHt5UPY, 100.000, 110.000, "Music,Scary"
-4DLJA5ShGI, 30.000, 40.000, "Music,/m/09x0r,Happy"
-4G_29Yl7P4, 30.000, 40.000, "Music,Angry"
-4PivAAdc3M, 30.000, 40.000, "/m/02cjck,Music,Happy,Tender"
-4S4vNx-jw0, 30.000, 40.000, "Music,/m/05rwpb,Exciting"
-4TO-dL1f9k, 30.000, 40.000, "Music,Exciting"
-4XOT14Ku94, 30.000, 40.000, "/m/02p0sh1,Music,/m/05rwpb,Tender"
-4fwRc6fXBo, 30.000, 40.000, "/m/02p0sh1,Music,Sad"
-4tGqYGibQM, 30.000, 40.000, "Music,Exciting"
-515qrpb87o, 30.000, 40.000, "Music,Tender"
-55SUJnYzgo, 30.000, 40.000, "Music,Tender"
-58t9l93RgE, 30.000, 40.000, "Music,/m/05rwpb,Tender"
-5A_qEt9vd8, 30.000, 40.000, "Music,Exciting"
-5AeVcLU85o, 30.000, 40.000, "Music,Exciting"
-5BWqDTI8GE, 30.000, 40.000, "Music,Tender"
-5CQ8kvAMlg, 30.000, 40.000, "Music,Tender"
-5EtOjRtsa8, 30.000, 40.000, "Music,Tender"
-5KEhrlsmbU, 30.000, 40.000, "Music,Tender"
-5PJs98TGnE, 30.000, 40.000, "Music,Tender"
-5UqGEsMceY, 0.000, 8.000, "Music,Scary"
-5Wkc3w1L9s, 30.000, 40.000, "Music,Happy"
-5bsc0Qt47g, 30.000, 40.000, "Music,Exciting"
-5hfUDlHpkI, 23.000, 33.000, "Music,Tender"
-5iv1PJ71iA, 30.000, 40.000, "Music,Exciting"
-5k1A-QSU4I, 30.000, 40.000, "Music,Exciting"
-5rohE3oHE0, 30.000, 40.000, "Music,Tender"
-5vlEJwpYXU, 130.000, 140.000, "Music,Sad"
-60D1x-whAU, 170.000, 180.000, "Music,Angry"
-69Z9uUv7gI, 30.000, 40.000, "Music,Tender"
-6DgeG7rFvs, 30.000, 40.000, "Music,Exciting"
-6DqsNDqinM, 30.000, 40.000, "/m/026z9,Music,Exciting"
-6DsEbngGD8, 30.000, 40.000, "Music,/m/09x0r,Exciting"
-6HHqVmTOQY, 30.000, 40.000, "Music,Tender"
-6JN0ZbuhNA, 30.000, 40.000, "Music,Exciting"
-6O8oK3yicU, 30.000, 40.000, "Music,Tender"
-6nuFviZgco, 30.000, 40.000, "Music,Exciting"
-6tVzaPRgFA, 30.000, 40.000, "Music,Tender"
-6wdhJLBDsI, 30.000, 40.000, "/m/025td0t,/m/02cjck,Music,/m/0l14gg,Tender"
-71FcbUaAas, 30.000, 40.000, "Music,Tender"
-71bPX1cH8o, 30.000, 40.000, "/m/01z7dr,Music,Exciting"
-7EAEmUkx8U, 30.000, 40.000, "Music,Exciting"
-7Ga9S1jAFA, 30.000, 40.000, "Music,Happy"
-7HGp-S8FHM, 30.000, 40.000, "Music,/m/05rwpb,Scary"
-7I7ZmzEuMc, 30.000, 40.000, "/m/03_d0,Music,Tender"
-7QDWjiBoWs, 30.000, 40.000, "Music,Angry"
-7QwO5Okm3E, 30.000, 40.000, "Music,/m/064t9,Exciting"
-7UQZd_TrOM, 30.000, 40.000, "Music,Exciting"
-7dwpCR9Fjg, 30.000, 40.000, "Music,/m/05rwpb,/m/06j6l,Exciting"
-7eJFNAUuHw, 30.000, 40.000, "Music,/m/09x0r,Happy"
-7eqp_elTgk, 30.000, 40.000, "Music,Tender"
-7jaUlmrU9Y, 30.000, 40.000, "/m/0155w,Music,/m/06j6l,Happy,Exciting"
-84xdudDlwA, 30.000, 40.000, "Music,Tender"
-8E2XuSayvs, 30.000, 40.000, "/m/0140xf,Music,Tender"
-8LDfaRsqh8, 30.000, 40.000, "Music,Exciting"
-8LJg-HItvU, 30.000, 40.000, "Music,Exciting"
-8LoicX72Lw, 30.000, 40.000, "Music,Sad"
-8QBkOvux1s, 30.000, 40.000, "Music,Funny"
-8Z5VaHmf6w, 30.000, 40.000, "/m/026z9,Music,/m/0l14gg,Exciting"
-8h4Ccn5-Cg, 30.000, 40.000, "Music,Tender"
-8j7stC2WVg, 30.000, 40.000, "Music,Tender"
-8jrOmtsePU, 30.000, 40.000, "/m/02cjck,Music,/m/0ggx5q,Exciting"
-8sYJ8OyacE, 30.000, 40.000, "Music,Exciting"
-8xylEQUt88, 30.000, 40.000, "Music,Exciting"
-8zibVda-Bg, 30.000, 40.000, "Music,Angry"
-98waJULB1E, 4.000, 14.000, "Music,Tender"
